gender;age_category;5km_time;time
0;30;1849;9370
0;30;1796;9373
0;30;2090;9389
0;30;2092;9393
0;30;2148;9431
0;30;2015;9434
0;30;1762;9436
0;30;1724;9442
0;30;1947;9467
0;30;1966;9472
0;30;2070;9507
0;30;2060;9507
0;30;2242;9508
0;30;2071;9511
0;30;2086;9526
0;30;1853;9540
0;30;1964;9552
0;30;2018;9562
0;30;1963;9566
0;30;2127;9592
0;30;2074;9614
0;30;2069;9616
0;30;2131;9621
0;30;1803;9656
0;30;2035;9693
0;30;1988;9724
0;30;2220;9742
0;30;1991;9761
0;30;1919;9766
0;30;1805;9789
0;30;2106;9791
0;30;2399;9798
0;30;2068;9802
0;30;907;4205
0;30;1002;4284
0;30;996;4312
0;30;998;4365
0;30;1032;4491
0;30;1029;4522
0;30;1073;4608
0;30;1031;4669
0;30;1088;4701
0;30;1129;4735
0;30;1076;4750
0;30;1100;4766
0;30;1141;4772
0;30;1127;4788
0;30;1027;4789
0;30;1087;4797
0;30;1117;4799
0;30;1093;4802
0;30;1141;4806
0;30;1133;4814
0;30;1149;4822
0;30;1143;4823
0;30;1128;4846
0;30;1110;4856
0;30;1119;4862
0;30;1129;4863
0;30;1172;4884
0;30;1122;4887
0;30;1172;4900
0;30;1106;4908
0;30;1159;4922
0;30;1093;4941
0;30;1142;4942
0;30;1173;4955
0;30;1152;4968
0;30;1174;4971
0;30;1160;4972
0;30;1184;4977
0;30;1184;4992
0;30;1169;4995
0;30;1159;5002
0;30;1186;5004
0;30;1124;5019
0;30;1196;5026
0;30;1126;5027
0;30;1172;5031
0;30;1223;5044
0;30;1183;5045
0;30;1169;5053
0;30;1175;5067
0;30;1197;5074
0;30;1263;5082
0;30;1180;5096
0;30;1233;5102
0;30;1143;5107
0;30;1198;5108
0;30;1208;5124
0;30;1231;5132
0;30;1150;5141
0;30;1184;5157
0;30;1192;5171
0;30;1194;5175
0;30;1178;5189
0;30;1218;5195
0;30;1222;5202
0;30;1231;5204
0;30;1216;5206
0;30;1209;5213
0;30;1193;5217
0;30;1163;5220
0;30;1180;5225
0;30;1182;5226
0;30;1209;5239
0;30;1193;5263
0;30;1197;5268
0;30;1221;5269
0;30;1172;5272
0;30;1212;5276
0;30;1273;5277
0;30;1267;5280
0;30;1248;5280
0;30;1222;5287
0;30;1241;5288
0;30;1245;5291
0;30;1289;5294
0;30;1201;5307
0;30;1227;5323
0;30;1274;5324
0;30;1277;5324
0;30;1242;5325
0;30;1312;5327
0;30;1237;5329
0;30;1243;5331
0;30;1226;5332
0;30;1250;5334
0;30;1257;5336
0;30;1288;5341
0;30;1273;5342
0;30;1253;5347
0;30;1265;5347
0;30;1271;5348
0;30;1217;5351
0;30;1274;5353
0;30;1299;5354
0;30;1275;5360
0;30;1264;5362
0;30;1257;5364
0;30;1232;5366
0;30;1261;5369
0;30;1269;5372
0;30;1277;5375
0;30;1222;5378
0;30;1277;5379
0;30;1270;5380
0;30;1286;5382
0;30;1278;5389
0;30;1277;5392
0;30;1286;5392
0;30;1278;5395
0;30;1250;5398
0;30;1235;5398
0;30;1281;5402
0;30;1294;5406
0;30;1339;5408
0;30;1293;5411
0;30;1233;5411
0;30;1269;5415
0;30;1299;5416
0;30;1254;5421
0;30;1226;5421
0;30;1267;5421
0;30;1275;5421
0;30;1198;5423
0;30;1293;5423
0;30;1229;5424
0;30;1278;5424
0;30;1267;5425
0;30;1238;5426
0;30;1192;5427
0;30;1330;5428
0;30;1270;5428
0;30;1258;5429
0;30;1267;5430
0;30;1312;5432
0;30;1266;5437
0;30;1275;5438
0;30;1254;5438
0;30;1321;5440
0;30;1256;5447
0;30;1287;5449
0;30;1307;5452
0;30;1272;5454
0;30;1276;5464
0;30;1276;5466
0;30;1302;5469
0;30;1278;5478
0;30;1256;5481
0;30;1293;5481
0;30;1219;5482
0;30;1271;5482
0;30;1291;5484
0;30;1278;5487
0;30;1355;5489
0;30;1297;5495
0;30;1251;5498
0;30;1259;5504
0;30;1294;5508
0;30;1420;5509
0;30;1327;5517
0;30;1281;5525
0;30;1279;5530
0;30;1264;5530
0;30;1245;5530
0;30;1277;5532
0;30;1310;5534
0;30;1285;5541
0;30;1227;5544
0;30;1332;5545
0;30;1316;5557
0;30;1241;5559
0;30;1277;5560
0;30;1237;5562
0;30;1276;5564
0;30;1262;5572
0;30;1316;5575
0;30;1323;5578
0;30;1307;5581
0;30;1256;5581
0;30;1287;5582
0;30;1324;5583
0;30;1279;5584
0;30;1325;5584
0;30;1321;5585
0;30;1329;5586
0;30;1275;5592
0;30;1300;5593
0;30;1321;5599
0;30;1348;5604
0;30;1305;5604
0;30;1304;5605
0;30;1348;5605
0;30;1326;5614
0;30;1289;5615
0;30;1318;5616
0;30;1238;5616
0;30;1247;5620
0;30;1338;5621
0;30;1312;5623
0;30;1337;5623
0;30;1263;5624
0;30;1250;5626
0;30;1302;5626
0;30;1242;5627
0;30;1332;5634
0;30;1322;5635
0;30;1347;5641
0;30;1418;5643
0;30;1336;5649
0;30;1375;5649
0;30;1290;5655
0;30;1211;5656
0;30;1283;5659
0;30;1334;5659
0;30;1242;5660
0;30;1335;5663
0;30;1296;5664
0;30;1363;5665
0;30;1284;5666
0;30;1334;5666
0;30;1361;5670
0;30;1308;5672
0;30;1307;5672
0;30;1339;5677
0;30;1342;5680
0;30;1346;5680
0;30;1337;5685
0;30;1237;5686
0;30;1256;5689
0;30;1348;5690
0;30;1335;5693
0;30;1366;5694
0;30;1301;5700
0;30;1250;5700
0;30;1302;5700
0;30;1369;5702
0;30;1316;5705
0;30;1389;5709
0;30;1395;5710
0;30;1275;5710
0;30;1354;5710
0;30;1338;5712
0;30;1281;5713
0;30;1248;5713
0;30;1355;5716
0;30;1377;5718
0;30;1377;5721
0;30;1349;5722
0;30;1362;5723
0;30;1259;5725
0;30;1280;5725
0;30;1331;5726
0;30;1250;5727
0;30;1330;5730
0;30;1314;5734
0;30;1323;5744
0;30;1353;5746
0;30;1360;5749
0;30;1358;5751
0;30;1340;5763
0;30;1347;5765
0;30;1357;5768
0;30;1316;5768
0;30;1306;5769
0;30;1398;5771
0;30;1403;5774
0;30;1395;5774
0;30;1375;5774
0;30;1302;5775
0;30;1390;5776
0;30;1356;5778
0;30;1380;5778
0;30;1317;5786
0;30;1353;5787
0;30;1339;5790
0;30;1349;5791
0;30;1265;5792
0;30;1345;5793
0;30;1314;5794
0;30;1393;5794
0;30;1344;5795
0;30;1380;5795
0;30;1333;5796
0;30;1244;5799
0;30;1337;5801
0;30;1419;5804
0;30;1309;5811
0;30;1344;5813
0;30;1378;5813
0;30;1349;5820
0;30;1321;5824
0;30;1355;5826
0;30;1269;5828
0;30;1404;5831
0;30;1398;5831
0;30;1357;5832
0;30;1288;5847
0;30;1386;5848
0;30;1364;5854
0;30;1385;5856
0;30;1385;5857
0;30;1355;5859
0;30;1383;5861
0;30;1385;5862
0;30;1382;5862
0;30;1383;5864
0;30;1346;5868
0;30;1369;5869
0;30;1332;5870
0;30;1396;5874
0;30;1407;5874
0;30;1418;5874
0;30;1331;5876
0;30;1329;5877
0;30;1403;5878
0;30;1365;5878
0;30;1361;5886
0;30;1369;5887
0;30;1337;5892
0;30;1391;5893
0;30;1320;5895
0;30;1204;5897
0;30;1319;5898
0;30;1449;5905
0;30;1335;5912
0;30;1340;5915
0;30;1335;5916
0;30;1364;5917
0;30;1324;5918
0;30;1344;5921
0;30;1417;5921
0;30;1397;5924
0;30;1387;5925
0;30;1399;5925
0;30;1352;5926
0;30;1382;5928
0;30;1342;5928
0;30;1333;5929
0;30;1410;5929
0;30;1266;5933
0;30;1394;5936
0;30;1337;5940
0;30;1420;5942
0;30;1357;5943
0;30;1399;5944
0;30;1425;5944
0;30;1383;5945
0;30;1379;5946
0;30;1302;5948
0;30;1421;5948
0;30;1402;5954
0;30;1335;5955
0;30;1394;5955
0;30;1443;5955
0;30;1354;5955
0;30;1465;5956
0;30;1414;5957
0;30;1406;5957
0;30;1315;5962
0;30;1343;5962
0;30;1394;5962
0;30;1368;5965
0;30;1450;5965
0;30;1419;5965
0;30;1417;5969
0;30;1394;5970
0;30;1384;5970
0;30;1421;5971
0;30;1429;5972
0;30;1438;5973
0;30;1424;5981
0;30;1380;5981
0;30;1423;5981
0;30;1379;5982
0;30;1395;5983
0;30;1463;5983
0;30;1396;5986
0;30;1380;5987
0;30;1403;5988
0;30;1439;5988
0;30;1398;5988
0;30;1422;5988
0;30;1423;5989
0;30;1417;5992
0;30;1340;5994
0;30;1431;5995
0;30;1437;5995
0;30;1410;5996
0;30;1374;6001
0;30;1469;6003
0;30;1429;6003
0;30;1352;6006
0;30;1392;6008
0;30;1407;6010
0;30;1346;6016
0;30;1482;6018
0;30;1377;6018
0;30;1454;6023
0;30;1314;6026
0;30;1407;6029
0;30;1405;6029
0;30;1339;6032
0;30;1447;6032
0;30;1470;6034
0;30;1413;6034
0;30;1463;6037
0;30;1462;6039
0;30;1418;6040
0;30;1442;6046
0;30;1371;6047
0;30;1318;6050
0;30;1436;6051
0;30;1397;6052
0;30;1396;6055
0;30;1404;6055
0;30;1377;6056
0;30;1407;6062
0;30;1424;6062
0;30;1389;6063
0;30;1399;6063
0;30;1426;6064
0;30;1447;6066
0;30;1335;6066
0;30;1459;6066
0;30;1411;6075
0;30;1459;6076
0;30;1387;6084
0;30;1429;6085
0;30;1517;6085
0;30;1315;6086
0;30;1386;6087
0;30;1406;6087
0;30;1405;6087
0;30;1425;6089
0;30;1376;6089
0;30;1475;6090
0;30;1438;6092
0;30;1460;6092
0;30;1503;6093
0;30;1444;6093
0;30;1357;6095
0;30;1446;6097
0;30;1485;6098
0;30;1356;6098
0;30;1462;6100
0;30;1419;6102
0;30;1422;6102
0;30;1406;6107
0;30;1510;6109
0;30;1433;6116
0;30;1463;6117
0;30;1449;6118
0;30;1408;6123
0;30;1505;6124
0;30;1434;6130
0;30;1480;6131
0;30;1375;6131
0;30;1452;6136
0;30;1454;6136
0;30;1237;6139
0;30;1419;6140
0;30;1433;6144
0;30;1375;6146
0;30;1419;6147
0;30;1424;6149
0;30;1397;6149
0;30;1600;6151
0;30;1547;6154
0;30;1327;6157
0;30;1448;6159
0;30;1265;6159
0;30;1359;6161
0;30;1311;6168
0;30;1404;6170
0;30;1544;6171
0;30;1329;6173
0;30;1407;6174
0;30;1405;6174
0;30;1419;6177
0;30;1478;6180
0;30;1448;6183
0;30;1438;6184
0;30;1450;6191
0;30;1349;6193
0;30;1487;6196
0;30;1425;6198
0;30;1494;6198
0;30;1387;6199
0;30;1421;6200
0;30;1482;6200
0;30;1335;6201
0;30;1513;6202
0;30;1501;6202
0;30;1477;6204
0;30;1547;6204
0;30;1505;6208
0;30;1480;6210
0;30;1368;6211
0;30;1451;6212
0;30;1460;6212
0;30;1408;6214
0;30;1290;6214
0;30;1428;6215
0;30;1497;6217
0;30;1461;6218
0;30;1442;6218
0;30;1517;6218
0;30;1475;6219
0;30;1525;6219
0;30;1439;6220
0;30;1482;6222
0;30;1347;6223
0;30;1535;6225
0;30;1442;6228
0;30;1426;6228
0;30;1428;6229
0;30;1466;6233
0;30;1408;6233
0;30;1509;6233
0;30;1484;6234
0;30;1399;6235
0;30;1459;6236
0;30;1441;6238
0;30;1510;6239
0;30;1483;6239
0;30;1500;6242
0;30;1461;6242
0;30;1460;6244
0;30;1371;6244
0;30;1465;6247
0;30;1400;6248
0;30;1399;6248
0;30;1502;6249
0;30;1477;6249
0;30;1471;6249
0;30;1502;6250
0;30;1411;6253
0;30;1556;6253
0;30;1453;6255
0;30;1373;6255
0;30;1442;6256
0;30;1493;6256
0;30;1523;6257
0;30;1468;6260
0;30;1465;6261
0;30;1495;6266
0;30;1483;6268
0;30;1465;6268
0;30;1472;6269
0;30;1512;6273
0;30;1522;6275
0;30;1555;6275
0;30;1499;6276
0;30;1443;6278
0;30;1402;6280
0;30;1394;6281
0;30;1465;6281
0;30;1566;6282
0;30;1436;6283
0;30;1483;6286
0;30;1456;6286
0;30;1505;6288
0;30;1452;6289
0;30;1471;6289
0;30;1499;6290
0;30;1508;6291
0;30;1471;6291
0;30;1485;6292
0;30;1496;6292
0;30;1508;6293
0;30;1476;6293
0;30;1460;6293
0;30;1435;6294
0;30;1479;6295
0;30;1502;6295
0;30;1450;6296
0;30;1380;6299
0;30;1348;6300
0;30;1415;6300
0;30;1460;6302
0;30;1436;6305
0;30;1429;6305
0;30;1394;6306
0;30;1406;6307
0;30;1436;6307
0;30;1482;6307
0;30;1369;6307
0;30;1550;6308
0;30;1439;6309
0;30;1489;6310
0;30;1522;6311
0;30;1565;6312
0;30;1522;6315
0;30;1508;6315
0;30;1496;6316
0;30;1449;6317
0;30;1564;6317
0;30;1501;6317
0;30;1530;6318
0;30;1433;6318
0;30;1487;6320
0;30;1430;6320
0;30;1512;6320
0;30;1529;6325
0;30;1471;6326
0;30;1539;6326
0;30;1483;6327
0;30;1461;6328
0;30;1514;6328
0;30;1524;6330
0;30;1421;6331
0;30;1439;6331
0;30;1469;6333
0;30;1517;6334
0;30;1379;6335
0;30;1520;6336
0;30;1435;6338
0;30;1475;6340
0;30;1463;6341
0;30;1493;6345
0;30;1535;6345
0;30;1426;6346
0;30;1469;6348
0;30;1667;6350
0;30;1513;6353
0;30;1453;6356
0;30;1459;6358
0;30;1472;6360
0;30;1521;6360
0;30;1448;6364
0;30;1386;6365
0;30;1471;6365
0;30;1415;6366
0;30;1386;6366
0;30;1596;6367
0;30;1438;6368
0;30;1578;6369
0;30;1567;6371
0;30;1430;6374
0;30;1470;6377
0;30;1440;6377
0;30;1477;6378
0;30;1401;6379
0;30;1501;6380
0;30;1529;6381
0;30;1444;6382
0;30;1601;6385
0;30;1493;6389
0;30;1513;6390
0;30;1359;6391
0;30;1522;6391
0;30;1491;6391
0;30;1584;6392
0;30;1509;6393
0;30;1464;6393
0;30;1482;6394
0;30;1520;6398
0;30;1495;6399
0;30;1424;6400
0;30;1386;6402
0;30;1538;6408
0;30;1471;6409
0;30;1557;6409
0;30;1484;6410
0;30;1489;6415
0;30;1510;6419
0;30;1473;6420
0;30;1597;6422
0;30;1513;6424
0;30;1427;6425
0;30;1509;6426
0;30;1521;6436
0;30;1517;6436
0;30;1512;6437
0;30;1501;6437
0;30;1503;6437
0;30;1604;6439
0;30;1452;6442
0;30;1494;6443
0;30;1577;6444
0;30;1575;6445
0;30;1487;6445
0;30;1427;6446
0;30;1518;6446
0;30;1521;6446
0;30;1456;6448
0;30;1596;6448
0;30;1567;6448
0;30;1515;6449
0;30;1521;6449
0;30;1500;6452
0;30;1482;6454
0;30;1475;6455
0;30;1486;6455
0;30;1561;6457
0;30;1475;6457
0;30;1573;6460
0;30;1336;6461
0;30;1507;6464
0;30;1464;6465
0;30;1462;6468
0;30;1511;6468
0;30;1581;6470
0;30;1490;6471
0;30;1434;6471
0;30;1496;6471
0;30;1563;6474
0;30;1429;6475
0;30;1568;6476
0;30;1494;6477
0;30;1498;6477
0;30;1455;6478
0;30;1473;6478
0;30;1339;6482
0;30;1396;6485
0;30;1530;6486
0;30;1559;6487
0;30;1634;6487
0;30;1381;6489
0;30;1510;6490
0;30;1541;6491
0;30;1488;6491
0;30;1584;6492
0;30;1511;6493
0;30;1502;6493
0;30;1388;6494
0;30;1515;6495
0;30;1432;6499
0;30;1568;6500
0;30;1555;6500
0;30;1511;6501
0;30;1548;6501
0;30;1519;6502
0;30;1466;6503
0;30;1571;6503
0;30;1491;6505
0;30;1612;6505
0;30;1524;6508
0;30;1527;6509
0;30;1558;6511
0;30;1486;6513
0;30;1509;6513
0;30;1582;6514
0;30;1503;6517
0;30;1497;6520
0;30;1557;6521
0;30;1574;6522
0;30;1576;6522
0;30;1572;6524
0;30;1434;6524
0;30;1470;6527
0;30;1530;6527
0;30;1588;6528
0;30;1507;6529
0;30;1574;6530
0;30;1529;6530
0;30;1503;6531
0;30;1595;6531
0;30;1506;6532
0;30;1598;6532
0;30;1435;6533
0;30;1554;6536
0;30;1530;6538
0;30;1528;6539
0;30;1539;6539
0;30;1390;6539
0;30;1532;6540
0;30;1414;6543
0;30;1462;6543
0;30;1532;6544
0;30;1530;6547
0;30;1592;6548
0;30;1533;6549
0;30;1485;6551
0;30;1513;6554
0;30;1607;6555
0;30;1522;6555
0;30;1564;6556
0;30;1421;6558
0;30;1601;6559
0;30;1528;6562
0;30;1509;6565
0;30;1496;6567
0;30;1518;6568
0;30;1483;6568
0;30;1556;6573
0;30;1471;6574
0;30;1536;6574
0;30;1445;6574
0;30;1524;6575
0;30;1478;6577
0;30;1375;6577
0;30;1544;6577
0;30;1540;6577
0;30;1525;6578
0;30;1531;6578
0;30;1541;6579
0;30;1534;6580
0;30;1479;6580
0;30;1405;6580
0;30;1422;6580
0;30;1464;6582
0;30;1536;6583
0;30;1402;6584
0;30;1477;6585
0;30;1522;6586
0;30;1512;6586
0;30;1535;6587
0;30;1407;6588
0;30;1544;6588
0;30;1651;6590
0;30;1475;6590
0;30;1466;6593
0;30;1459;6595
0;30;1499;6596
0;30;1464;6596
0;30;1603;6597
0;30;1478;6598
0;30;1466;6598
0;30;1557;6600
0;30;1620;6602
0;30;1551;6605
0;30;1509;6605
0;30;1489;6607
0;30;1548;6608
0;30;1642;6608
0;30;1533;6608
0;30;1493;6612
0;30;1447;6615
0;30;1556;6615
0;30;1643;6616
0;30;0;6617
0;30;1584;6619
0;30;1593;6622
0;30;1526;6623
0;30;1643;6625
0;30;1526;6626
0;30;1584;6627
0;30;1660;6627
0;30;1501;6630
0;30;1457;6633
0;30;1556;6633
0;30;1583;6634
0;30;1516;6636
0;30;1532;6638
0;30;1561;6638
0;30;1574;6638
0;30;1577;6639
0;30;1560;6641
0;30;1598;6642
0;30;1531;6644
0;30;1432;6645
0;30;1607;6646
0;30;1562;6646
0;30;1569;6647
0;30;1576;6647
0;30;1496;6652
0;30;1538;6654
0;30;1604;6654
0;30;1598;6655
0;30;1540;6659
0;30;1576;6659
0;30;1529;6659
0;30;1503;6660
0;30;1447;6662
0;30;1571;6663
0;30;1603;6663
0;30;1591;6664
0;30;1662;6666
0;30;1585;6666
0;30;1595;6667
0;30;1603;6670
0;30;1545;6671
0;30;1596;6675
0;30;1644;6678
0;30;1359;6679
0;30;1558;6680
0;30;1651;6680
0;30;1545;6681
0;30;1575;6682
0;30;1603;6682
0;30;1557;6682
0;30;1586;6682
0;30;1287;6685
0;30;1527;6688
0;30;1518;6689
0;30;1556;6689
0;30;1521;6690
0;30;1493;6692
0;30;1663;6692
0;30;1654;6692
0;30;1573;6692
0;30;1512;6696
0;30;1656;6697
0;30;1548;6698
0;30;1499;6699
0;30;1542;6700
0;30;1494;6701
0;30;1563;6705
0;30;1564;6705
0;30;1522;6705
0;30;1570;6705
0;30;1478;6706
0;30;1580;6706
0;30;1636;6707
0;30;1462;6710
0;30;1568;6711
0;30;1694;6713
0;30;1572;6715
0;30;1650;6715
0;30;1584;6717
0;30;1595;6717
0;30;1611;6717
0;30;1533;6720
0;30;1493;6720
0;30;1705;6722
0;30;1587;6722
0;30;1625;6724
0;30;1561;6725
0;30;1666;6727
0;30;1568;6728
0;30;1588;6728
0;30;1551;6729
0;30;1548;6729
0;30;1492;6729
0;30;1480;6730
0;30;1480;6731
0;30;1516;6731
0;30;1487;6731
0;30;1604;6731
0;30;1641;6733
0;30;1545;6734
0;30;1543;6737
0;30;1411;6738
0;30;1644;6739
0;30;1729;6740
0;30;1644;6741
0;30;1659;6743
0;30;1655;6744
0;30;1562;6744
0;30;1579;6744
0;30;1641;6746
0;30;1537;6749
0;30;1563;6749
0;30;1443;6750
0;30;1555;6754
0;30;1411;6756
0;30;1483;6757
0;30;1558;6759
0;30;1671;6760
0;30;1623;6761
0;30;1589;6761
0;30;1630;6762
0;30;1549;6763
0;30;1646;6763
0;30;1637;6764
0;30;1490;6766
0;30;1562;6767
0;30;1555;6769
0;30;1492;6770
0;30;1606;6771
0;30;1626;6771
0;30;1570;6774
0;30;1537;6775
0;30;1556;6778
0;30;1485;6782
0;30;1528;6786
0;30;1593;6786
0;30;1529;6787
0;30;1601;6790
0;30;1585;6793
0;30;1610;6798
0;30;1620;6798
0;30;1576;6801
0;30;1500;6801
0;30;1560;6801
0;30;1577;6801
0;30;1634;6803
0;30;1625;6806
0;30;1594;6807
0;30;1546;6808
0;30;1651;6809
0;30;1529;6809
0;30;1573;6810
0;30;1489;6811
0;30;1548;6813
0;30;1580;6814
0;30;1622;6815
0;30;1627;6816
0;30;1564;6819
0;30;1526;6820
0;30;1556;6820
0;30;1610;6821
0;30;1615;6822
0;30;1616;6822
0;30;1439;6822
0;30;1463;6823
0;30;1606;6826
0;30;1595;6829
0;30;1602;6830
0;30;1639;6830
0;30;1587;6832
0;30;1615;6832
0;30;1479;6833
0;30;1598;6836
0;30;1480;6840
0;30;1648;6842
0;30;1493;6845
0;30;1639;6846
0;30;1614;6847
0;30;1537;6848
0;30;1634;6849
0;30;1515;6849
0;30;1638;6849
0;30;1694;6849
0;30;1529;6849
0;30;1600;6850
0;30;1598;6853
0;30;1526;6855
0;30;1641;6856
0;30;1440;6857
0;30;1379;6857
0;30;1694;6858
0;30;1533;6860
0;30;1632;6860
0;30;1497;6862
0;30;1633;6863
0;30;1505;6866
0;30;1440;6866
0;30;1609;6866
0;30;1691;6866
0;30;1501;6867
0;30;1600;6868
0;30;1480;6869
0;30;1596;6869
0;30;1536;6870
0;30;1510;6871
0;30;1448;6871
0;30;1517;6872
0;30;1474;6873
0;30;1682;6874
0;30;1517;6874
0;30;1570;6875
0;30;1634;6875
0;30;1692;6875
0;30;1479;6877
0;30;1528;6877
0;30;1629;6878
0;30;1597;6878
0;30;1534;6878
0;30;1578;6880
0;30;1634;6880
0;30;1433;6880
0;30;1671;6880
0;30;1487;6880
0;30;1639;6881
0;30;1689;6883
0;30;1541;6884
0;30;1558;6886
0;30;1579;6887
0;30;1679;6889
0;30;1514;6889
0;30;1563;6889
0;30;1602;6890
0;30;1514;6890
0;30;1646;6890
0;30;1637;6891
0;30;1534;6893
0;30;1619;6897
0;30;1481;6900
0;30;1723;6900
0;30;1639;6900
0;30;1686;6900
0;30;1475;6901
0;30;1590;6903
0;30;1517;6904
0;30;1587;6905
0;30;1531;6905
0;30;1650;6906
0;30;1711;6910
0;30;1626;6912
0;30;1548;6913
0;30;1645;6913
0;30;1616;6913
0;30;1666;6913
0;30;1631;6915
0;30;1652;6915
0;30;1418;6917
0;30;1577;6917
0;30;1572;6917
0;30;1604;6917
0;30;1489;6921
0;30;1610;6921
0;30;1525;6922
0;30;1656;6922
0;30;1693;6922
0;30;1604;6923
0;30;1596;6924
0;30;1575;6924
0;30;1632;6924
0;30;1637;6924
0;30;1620;6925
0;30;1731;6925
0;30;1592;6929
0;30;1614;6929
0;30;1713;6930
0;30;1584;6932
0;30;1693;6932
0;30;1548;6933
0;30;1630;6933
0;30;1685;6934
0;30;1583;6935
0;30;1645;6935
0;30;1570;6941
0;30;1373;6943
0;30;1606;6944
0;30;1474;6945
0;30;1678;6945
0;30;1433;6948
0;30;1539;6949
0;30;1585;6949
0;30;1650;6949
0;30;1651;6950
0;30;1570;6952
0;30;1572;6953
0;30;1649;6957
0;30;1585;6957
0;30;1599;6957
0;30;1730;6959
0;30;1628;6959
0;30;1682;6960
0;30;1483;6960
0;30;1629;6961
0;30;1673;6961
0;30;1580;6961
0;30;1684;6963
0;30;1632;6963
0;30;1662;6964
0;30;1645;6966
0;30;1662;6966
0;30;1516;6966
0;30;1611;6966
0;30;1639;6967
0;30;1659;6968
0;30;1571;6969
0;30;1618;6970
0;30;1610;6970
0;30;1525;6971
0;30;1513;6972
0;30;1544;6974
0;30;1486;6976
0;30;1582;6978
0;30;1695;6987
0;30;1648;6988
0;30;1693;6989
0;30;1606;6992
0;30;1698;6993
0;30;1642;6993
0;30;1642;6995
0;30;1642;6995
0;30;1587;6995
0;30;1585;6997
0;30;1590;6998
0;30;1622;6999
0;30;1630;7000
0;30;1637;7000
0;30;1618;7002
0;30;1579;7005
0;30;1641;7005
0;30;1658;7006
0;30;1617;7006
0;30;1600;7007
0;30;1612;7008
0;30;1569;7008
0;30;1664;7009
0;30;1655;7010
0;30;1628;7010
0;30;1600;7011
0;30;1557;7015
0;30;1597;7015
0;30;1742;7017
0;30;1693;7019
0;30;1684;7020
0;30;1648;7021
0;30;1614;7022
0;30;1682;7023
0;30;1683;7023
0;30;1601;7024
0;30;1709;7025
0;30;1720;7025
0;30;1612;7026
0;30;1536;7027
0;30;1648;7030
0;30;1717;7032
0;30;1513;7034
0;30;1543;7034
0;30;1534;7035
0;30;1653;7036
0;30;1566;7038
0;30;1625;7038
0;30;1692;7039
0;30;1532;7039
0;30;1612;7040
0;30;1677;7042
0;30;1539;7043
0;30;1666;7046
0;30;1550;7046
0;30;1407;7047
0;30;1658;7047
0;30;1720;7047
0;30;1620;7048
0;30;1670;7050
0;30;1721;7050
0;30;1753;7054
0;30;1665;7054
0;30;1596;7054
0;30;1536;7059
0;30;1658;7060
0;30;1679;7060
0;30;1686;7061
0;30;1595;7062
0;30;1704;7063
0;30;1539;7064
0;30;1697;7065
0;30;1611;7065
0;30;1538;7065
0;30;1723;7069
0;30;1691;7071
0;30;1692;7071
0;30;1555;7073
0;30;1535;7074
0;30;1671;7078
0;30;1656;7080
0;30;1649;7080
0;30;1650;7080
0;30;1527;7081
0;30;1726;7083
0;30;1483;7083
0;30;1680;7084
0;30;1696;7084
0;30;1649;7084
0;30;1768;7085
0;30;1606;7087
0;30;1660;7088
0;30;1626;7090
0;30;1612;7090
0;30;1720;7093
0;30;1548;7093
0;30;1635;7094
0;30;1563;7095
0;30;1728;7099
0;30;1700;7100
0;30;1676;7100
0;30;1693;7100
0;30;1661;7101
0;30;1541;7102
0;30;1720;7103
0;30;1594;7104
0;30;1451;7104
0;30;1702;7104
0;30;1761;7106
0;30;1645;7106
0;30;1698;7107
0;30;1821;7107
0;30;1597;7108
0;30;1612;7108
0;30;1656;7108
0;30;1671;7109
0;30;1569;7110
0;30;1609;7113
0;30;1606;7114
0;30;1671;7115
0;30;1584;7115
0;30;1641;7115
0;30;1722;7116
0;30;1618;7116
0;30;1689;7117
0;30;1681;7117
0;30;1453;7118
0;30;1709;7119
0;30;1675;7119
0;30;1559;7119
0;30;1625;7120
0;30;1664;7120
0;30;1600;7122
0;30;1647;7122
0;30;1635;7123
0;30;1684;7124
0;30;1671;7126
0;30;1696;7127
0;30;1727;7128
0;30;1705;7129
0;30;1610;7130
0;30;1634;7131
0;30;1687;7132
0;30;1664;7135
0;30;1686;7137
0;30;1642;7138
0;30;1654;7140
0;30;1659;7140
0;30;1669;7141
0;30;1711;7143
0;30;1680;7143
0;30;1704;7145
0;30;1762;7147
0;30;1661;7148
0;30;1609;7148
0;30;1668;7149
0;30;1599;7150
0;30;1703;7150
0;30;1756;7151
0;30;1672;7151
0;30;1765;7152
0;30;1819;7153
0;30;1684;7153
0;30;1737;7153
0;30;1719;7154
0;30;1682;7154
0;30;1632;7156
0;30;1708;7156
0;30;1630;7156
0;30;1536;7158
0;30;1421;7159
0;30;1706;7159
0;30;1617;7159
0;30;1518;7159
0;30;1685;7160
0;30;1709;7160
0;30;1664;7160
0;30;1700;7161
0;30;1752;7162
0;30;1688;7165
0;30;1674;7165
0;30;1584;7165
0;30;1724;7166
0;30;1556;7167
0;30;1683;7168
0;30;1731;7168
0;30;1662;7169
0;30;1682;7169
0;30;1566;7169
0;30;1552;7170
0;30;1674;7170
0;30;1683;7171
0;30;1619;7172
0;30;1686;7174
0;30;1603;7175
0;30;1566;7176
0;30;1641;7177
0;30;1696;7177
0;30;1694;7177
0;30;1704;7177
0;30;1494;7179
0;30;1683;7179
0;30;1705;7180
0;30;1659;7181
0;30;1646;7181
